iter	Logloss
122	0.3078218424
123	0.3076291667
124	0.3072955729
125	0.3068254883
126	0.3064791667
127	0.3062291992
128	0.3059289714
129	0.3057777344
130	0.3054343424
131	0.3053853841
132	0.304988151
133	0.3047099935
134	0.3044101563
135	0.3042510742
136	0.3040612305
137	0.3038669271
138	0.3037234049
139	0.3034988932
140	0.3031606771
141	0.302942513
142	0.3026700521
143	0.3025244141
144	0.3021496094
145	0.3019024089
146	0.3016995768
147	0.3013858724
148	0.3010790039
149	0.3008291992
150	0.3005934896
151	0.3004256185
152	0.300211556
153	0.3000757161
154	0.2997136719
155	0.2995826823
156	0.2992714844
157	0.2991
158	0.29886875
159	0.298563444
160	0.298320931
161	0.2981541016
162	0.2979341797
163	0.2976563802
164	0.2974298503
165	0.2971701172
166	0.2969318359
167	0.2966570638
168	0.2963360026
169	0.2960970378
170	0.2958646159
171	0.2954931641
172	0.2951008464
173	0.294964388
174	0.2945786458
175	0.2943865234
176	0.2941717122
177	0.2938985677
178	0.2936207682
179	0.2934909505
180	0.293086263
181	0.2927306966
182	0.2925098958
183	0.292250651
184	0.2918287435
185	0.2916591797
186	0.2913110677
187	0.2910403971
188	0.2908140951
189	0.2905395182
190	0.2902005208
191	0.2900566406
192	0.2898986328
193	0.2898067383
194	0.2895485677
195	0.2891644531
196	0.2888295573
197	0.2886024089
198	0.2884554362
199	0.2881855469
200	0.2877393555
201	0.2875727214
202	0.2872280273
203	0.2870444661
204	0.2867301432
205	0.2863488932
206	0.2861299154
207	0.2859285156
208	0.2856758464
209	0.2853501302
210	0.2851189453
211	0.2848815755
212	0.2846541667
213	0.2844404297
214	0.2842671224
215	0.2839042643
216	0.2836935872
217	0.2833307617
218	0.2831078776
219	0.2829125326
220	0.2826433268
221	0.2825020833
222	0.2823065755
223	0.2820302083
224	0.2818179687
225	0.2814902995
226	0.2813486328
227	0.281029362
228	0.2808230794
229	0.2805923828
230	0.2803266276
231	0.2800922526
232	0.2798814453
233	0.2797453451
234	0.2794473633
235	0.2792739583
236	0.2789661133
237	0.2787185221
238	0.2785360677
239	0.2783727865
240	0.2780705078
241	0.2777710937
242	0.2774491536
243	0.2771433268
244	0.2768182292
245	0.2765329102
246	0.2762860677
247	0.2760033203
248	0.2756964518
249	0.2755332682
250	0.275321224
251	0.2751833008
252	0.2749665039
253	0.2747999674
254	0.2744955078
255	0.2743483724
256	0.274191862
257	0.2739745117
258	0.2737709635
259	0.2734907552
260	0.273338151
261	0.2731564453
262	0.2729948568
263	0.2727229167
264	0.2725258626
265	0.2723750651
266	0.2722453776
267	0.2720482096
268	0.2717626953
269	0.2715191732
270	0.2713478516
271	0.2712032552
272	0.2710238607
273	0.2707874023
274	0.2706266602
275	0.2704083659
276	0.2702210286
277	0.2700962402
278	0.2698348145
279	0.2696895345
280	0.269505599
281	0.2693186849
282	0.2690936849
283	0.2689483073
284	0.2688020996
285	0.2686742025
286	0.2684368164
287	0.2681447103
288	0.2679239583
289	0.2677687826
290	0.2675454102
291	0.26735625
292	0.266953776
293	0.2667377116
294	0.2664932454
295	0.2664198242
296	0.2662853027
297	0.2660895182
298	0.2658638184
299	0.2656527995
300	0.2655289225
301	0.2652342448
302	0.2649680501
303	0.2647719564
304	0.2645786784
305	0.2644295573
306	0.2642310221
307	0.2641102702
308	0.2639730632
309	0.2638537598
310	0.2636490072
311	0.2633136393
312	0.2632327962
313	0.2629374186
314	0.2627358724
315	0.262424707
316	0.2622223145
317	0.2619937663
318	0.2618805339
319	0.2618155111
320	0.2616085286
321	0.2614428548
322	0.2613054199
323	0.2611244141
324	0.2607647461
325	0.2605590983
326	0.2602141764
327	0.2599749837
328	0.2598104818
329	0.2596418945
330	0.2594076009
331	0.259194043
332	0.2589275391
333	0.2588595378
334	0.2587069987
335	0.2585419596
336	0.2583366211
337	0.258073763
338	0.2578348307
339	0.2576180339
340	0.2573871908
341	0.2572140625
342	0.2569045573
343	0.2567660482
344	0.2565730143
345	0.2563400065
346	0.256161556
347	0.2559758952
348	0.2558486491
349	0.2556241699
350	0.2554311849
351	0.2550815755
352	0.2548863118
353	0.2546789714
354	0.2545543132
355	0.2544510742
356	0.2543332357
357	0.2541353678
358	0.2540045573
359	0.2538045898
360	0.2535369792
361	0.2533152507
362	0.2530244466
363	0.2527354167
364	0.2524617188
365	0.2522497233
366	0.2520009928
367	0.2518228841
368	0.2516206868
369	0.2512876628
370	0.2511079427
371	0.2509184896
372	0.2507745443
373	0.2505815755
374	0.2504409342
375	0.2501819336
376	0.2499911133
377	0.2498398112
378	0.2496408203
379	0.2494829753
380	0.2493140462
381	0.2491583008
382	0.248970752
383	0.2488202311
384	0.2486599284
385	0.2484690104
386	0.2483572917
387	0.2481460775
388	0.247875944
389	0.2476830078
390	0.2474229492
391	0.2472095052
392	0.2469902669
393	0.2468677083
394	0.2467591634
395	0.246583252
396	0.2463680664
397	0.2462692383
398	0.2460600423
399	0.2458266764
400	0.2456279134
401	0.2454334147
402	0.2452428223
403	0.2450906576
404	0.2448820638
405	0.2447498372
406	0.2445280599
407	0.2442515625
408	0.2441168294
409	0.2439445638
410	0.2437827148
411	0.2436565104
412	0.2433700521
413	0.2431899414
414	0.2430301107
415	0.24290625
416	0.2427199544
417	0.2424601563
418	0.2422640951
419	0.2420805664
420	0.2418617513
421	0.241641276
422	0.2414680013
423	0.2413185059
424	0.2410671061
425	0.2409151042
426	0.2407420898
427	0.2406286947
428	0.2405370768
429	0.2403292318
430	0.2402047038
431	0.2398922689
432	0.2397524251
433	0.2395675944
434	0.2393314779
435	0.2391996094
436	0.2389621419
437	0.2388165202
438	0.2386019531
439	0.2384232747
440	0.238316862
441	0.2380544596
442	0.2378891602
443	0.2376929362
444	0.2375036621
445	0.2373411133
446	0.2372439941
447	0.2370715495
448	0.2369545085
449	0.2368333659
450	0.2366736328
451	0.2365356771
452	0.236357487
453	0.2361937337
454	0.2360238932
455	0.2358488932
456	0.2356961914
457	0.2355190592
458	0.23532736
459	0.2351904948
460	0.2349490234
461	0.2347296061
462	0.234629362
463	0.2344320313
464	0.2343039388
465	0.2340594076
466	0.2339201172
467	0.2337108236
468	0.2335008952
469	0.233420459
470	0.2332892741
471	0.2331182617
472	0.2329918132
473	0.2327498861
474	0.2326058919
475	0.2324921712
476	0.2322933105
477	0.2321436198
478	0.2320124186
479	0.231841569
480	0.2317239909
481	0.2315499674
482	0.2314112956
483	0.2311673991
484	0.2309558105
485	0.2308085286
486	0.2306756185
487	0.2305804036
488	0.2304688314
489	0.2303059896
490	0.2301131836
491	0.2299644694
492	0.2297861165
493	0.2296599772
494	0.2295538574
495	0.2292944173
496	0.2291993327
497	0.2289631999
498	0.2288329102
499	0.2285989909
